          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
11133179  H009  00-03-00  11886 2020-03-22 04:00:00  17126296  22672770        0.0        4.0       0.00        1.00   0.016162   0.017090  0.001829  0.001966
11133180  H009  00-03-00  11887 2020-03-22 08:00:00  17126296  22672779        0.0        9.0       0.00        2.25   0.016162   0.017050  0.001829  0.001965
11133181  H009  00-03-00  11888 2020-03-22 12:00:00  17126296  22672798        0.0       19.0       0.00        4.75   0.016162   0.016970  0.001829  0.001961
11133182  H009  00-03-00  11889 2020-03-22 16:00:00  19676995  30044806  2550699.0  7372008.0  637674.75  1843002.00  44.586451  58.867858  0.650233  2.339083
11133183  H009  00-03-00  11890 2020-03-22 20:00:00  17126296  22672815 -2550699.0 -7371991.0 -637674.75 -1842997.75  44.586451  58.867723  0.650233  2.339077
11133184  H009  00-03-00  11891 2020-03-23 00:00:00  17126296  22672815        0.0        0.0       0.00        0.00   0.016162   0.017122  0.001829  0.001967
11133185  H009  00-03-00  11892 2020-03-23 04:00:00  17126296  22672815        0.0        0.0       0.00        0.00   0.016162   0.017122  0.001829  0.001967
11133186  H009  00-03-00  11893 2020-03-23 08:00:00  17126296  22672815        0.0        0.0       0.00        0.00   0.016162   0.017122  0.001829  0.001967



           area       scp  index                  dt        i       o      idiff     odiff      idiff_ph       odiff_ph         iz         oz     cumiz     cumoz
40930448  PTH06  00-00-00   3368 2016-06-05 23:56:26  2566184  491412       93.0      43.0  2.214286e+01      10.238095   0.043206   0.030454  0.001806  0.001954
40930449  PTH06  00-00-00   3369 2016-06-06 04:08:26  2566194  491419       10.0       7.0  2.380952e+00       1.666667   0.043440   0.030650  0.001826  0.001965
40930450  PTH06  00-00-00   3370 2016-06-06 08:20:26  2566794  491515      600.0      96.0  1.428571e+02      22.857143   0.041778   0.030165  0.001683  0.001938
40930451  PTH06  00-00-00   3371 2016-06-06 11:33:04    10570    3158 -2556224.0 -488357.0 -7.961937e+05 -152109.811386   9.378684   3.452796  0.812329  0.191248
40930452  PTH06  00-00-00   3372 2016-06-06 12:32:26  2567652  491673  2557082.0  488515.0  2.584361e+06  493726.558113  30.539853  11.276201  2.640842  0.625183
40930453  PTH06  00-00-00   3373 2016-06-06 15:35:24    10572    3182 -2557080.0 -488491.0 -8.385396e+05 -160190.162142   9.879806   3.637845  0.855630  0.201512
40930454  PTH06  00-00-00   3374 2016-06-06 16:44:26  2568401  491723  2557829.0  488541.0  2.223125e+06  424613.133752  26.264985   9.693426  2.271455  0.537392
40930455  PTH06  00-00-00   3375 2016-06-06 20:56:26  2570018  491990     1617.0     267.0  3.850000e+02      63.571429   0.038912   0.029232  0.001435  0.001887
40930456  PTH06  00-00-00   3376 2016-06-07 01:07:56  2570156  492140      138.0     150.0  3.292247e+01      35.785288   0.043078   0.029869  0.001795  0.001922



           area       scp  index                  dt        i       o      idiff     odiff      idiff_ph       odiff_ph         iz         oz     cumiz     cumoz
40930450  PTH06  00-00-00   3370 2016-06-06 08:20:26  2566794  491515      600.0      96.0  1.428571e+02      22.857143   0.041778   0.030165  0.001683  0.001938
40930451  PTH06  00-00-00   3371 2016-06-06 11:33:04    10570    3158 -2556224.0 -488357.0 -7.961937e+05 -152109.811386   9.378684   3.452796  0.812329  0.191248
40930452  PTH06  00-00-00   3372 2016-06-06 12:32:26  2567652  491673  2557082.0  488515.0  2.584361e+06  493726.558113  30.539853  11.276201  2.640842  0.625183
40930453  PTH06  00-00-00   3373 2016-06-06 15:35:24    10572    3182 -2557080.0 -488491.0 -8.385396e+05 -160190.162142   9.879806   3.637845  0.855630  0.201512
40930454  PTH06  00-00-00   3374 2016-06-06 16:44:26  2568401  491723  2557829.0  488541.0  2.223125e+06  424613.133752  26.264985   9.693426  2.271455  0.537392
40930455  PTH06  00-00-00   3375 2016-06-06 20:56:26  2570018  491990     1617.0     267.0  3.850000e+02      63.571429   0.038912   0.029232  0.001435  0.001887
40930456  PTH06  00-00-00   3376 2016-06-07 01:07:56  2570156  492140      138.0     150.0  3.292247e+01      35.785288   0.043078   0.029869  0.001795  0.001922
40930457  PTH06  00-00-00   3377 2016-06-07 05:19:56  2570171  492147       15.0       7.0  3.571429e+00       1.666667   0.043426   0.030650  0.001825  0.001965
40930458  PTH06  00-00-00   3378 2016-06-07 09:31:56  2571863  492325     1692.0     178.0  4.028571e+02      42.380952   0.038701   0.029718  0.001417  0.001914



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph    odiff_ph          iz          oz     cumiz     cumoz
12458755  H040  00-00-00   2638 2015-12-23 00:00:00  7787097  6056439      120.0      262.0  3.000000e+01       65.50    0.010963    0.008547  0.001798  0.001884
12458756  H040  00-00-00   2639 2015-12-23 04:00:00  7787126  6056530       29.0       91.0  7.250000e+00       22.75    0.011984    0.011889  0.001821  0.001938
12458757  H040  00-00-00   2640 2015-12-23 08:00:00  7787591  6056621      465.0       91.0  1.162500e+02       22.75    0.007093    0.011889  0.001710  0.001938
12458758  H040  00-00-00   2641 2015-12-23 11:00:00  5201914  4572566 -2585677.0 -1484055.0 -8.618923e+05  -494685.00   38.666845   38.667920  0.879510  0.626400
12458759  H040  00-00-00   2642 2015-12-23 12:00:00  7788012  6056779  2586098.0  1484213.0  2.586098e+06  1484213.00  116.044048  116.043450  2.642618  1.883335
12458760  H040  00-00-00   2643 2015-12-23 16:00:00  7788296  6057015      284.0      236.0  7.100000e+01       59.00    0.009123    0.009055  0.001756  0.001892
12458761  H040  00-00-00   2644 2015-12-23 20:00:00  7788483  6057516      187.0      501.0  4.675000e+01      125.25    0.010212    0.003874  0.001781  0.001808
12458762  H040  00-00-00   2645 2015-12-24 00:00:00  7788593  6057753      110.0      237.0  2.750000e+01       59.25    0.011075    0.009035  0.001801  0.001892
12458763  H040  00-00-00   2646 2015-12-24 04:00:00  7788615  6057832       22.0       79.0  5.500000e+00       19.75    0.012063    0.012124  0.001823  0.001942



           area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz        oz     cumiz     cumoz
41446908  PTH08  00-04-00   3111 2016-04-23 04:02:16    17075     1168       62.0        2.0  1.476190e+01  4.761905e-01   0.026751  0.019642  0.001814  0.001967
41446909  PTH08  00-04-00   3112 2016-04-23 08:14:16    17119     1173       44.0        5.0  1.047619e+01  1.190476e+00   0.026768  0.019642  0.001818  0.001966
41446910  PTH08  00-04-00   3113 2016-04-23 12:26:16    17244     1188      125.0       15.0  2.976190e+01  3.571429e+00   0.026692  0.019641  0.001798  0.001963
41446911  PTH08  00-04-00   3114 2016-04-23 16:38:16    17428     1199      184.0       11.0  4.380952e+01  2.619048e+00   0.026637  0.019641  0.001784  0.001964
41446912  PTH08  00-04-00   3115 2016-04-23 17:27:42  2684277  2631827  2666849.0  2630628.0  3.236904e+06  3.192940e+06  12.739088  1.208337  3.308107  4.053825
41446913  PTH08  00-04-00   3116 2016-04-23 20:50:16    17714     1209 -2666563.0 -2630618.0 -7.898327e+05 -7.791858e+05   3.088181  0.280026  0.805824  0.987784
41446914  PTH08  00-04-00   3117 2016-04-23 21:39:42  2684707  2631833  2666993.0  2630624.0  3.237078e+06  3.192935e+06  12.739777  1.208336  3.308286  4.053818
41446915  PTH08  00-04-00   3118 2016-04-24 01:02:16    17850     1212 -2666857.0 -2630621.0 -7.899198e+05 -7.791867e+05   3.088524  0.280027  0.805913  0.987785
41446916  PTH08  00-04-00   3119 2016-04-24 05:14:16    17881     1213       31.0        1.0  7.380952e+00  2.380952e-01   0.026781  0.019642  0.001821  0.001967



           area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz        oz     cumiz     cumoz
41446910  PTH08  00-04-00   3113 2016-04-23 12:26:16    17244     1188      125.0       15.0  2.976190e+01  3.571429e+00   0.026692  0.019641  0.001798  0.001963
41446911  PTH08  00-04-00   3114 2016-04-23 16:38:16    17428     1199      184.0       11.0  4.380952e+01  2.619048e+00   0.026637  0.019641  0.001784  0.001964
41446912  PTH08  00-04-00   3115 2016-04-23 17:27:42  2684277  2631827  2666849.0  2630628.0  3.236904e+06  3.192940e+06  12.739088  1.208337  3.308107  4.053825
41446913  PTH08  00-04-00   3116 2016-04-23 20:50:16    17714     1209 -2666563.0 -2630618.0 -7.898327e+05 -7.791858e+05   3.088181  0.280026  0.805824  0.987784
41446914  PTH08  00-04-00   3117 2016-04-23 21:39:42  2684707  2631833  2666993.0  2630624.0  3.237078e+06  3.192935e+06  12.739777  1.208336  3.308286  4.053818
41446915  PTH08  00-04-00   3118 2016-04-24 01:02:16    17850     1212 -2666857.0 -2630621.0 -7.899198e+05 -7.791867e+05   3.088524  0.280027  0.805913  0.987785
41446916  PTH08  00-04-00   3119 2016-04-24 05:14:16    17881     1213       31.0        1.0  7.380952e+00  2.380952e-01   0.026781  0.019642  0.001821  0.001967
41446917  PTH08  00-04-00   3120 2016-04-24 09:26:16    17902     1217       21.0        4.0  5.000000e+00  9.523810e-01   0.026790  0.019642  0.001824  0.001966
41446918  PTH08  00-04-00   3121 2016-04-24 13:38:16    17990     1226       88.0        9.0  2.095238e+01  2.142857e+00   0.026727  0.019642  0.001807  0.001965



          area       scp  index                  dt        i         o      idiff       odiff   idiff_ph    odiff_ph         iz         oz     cumiz     cumoz
63219564  R510  00-00-01  10175 2020-01-08 07:00:00  1774393  16017389      104.0        54.0      26.00       13.50   0.011710   0.012299  0.001802  0.001950
63219565  R510  00-00-01  10176 2020-01-08 11:00:00  1775261  16017634      868.0       245.0     217.00       61.25   0.011296   0.010925  0.001607  0.001890
63219566  R510  00-00-01  10177 2020-01-08 15:00:00  1775455  16017964      194.0       330.0      48.50       82.50   0.009000   0.010314  0.001779  0.001863
63219567  R510  00-00-01  10178 2020-01-08 19:00:00  1775604  16019260      149.0      1296.0      37.25      324.00   0.010355   0.003368  0.001791  0.001556
63219568  R510  00-00-01  10179 2020-01-08 23:00:00  4514240   4545601  2738636.0 -11473659.0  684659.00 -2868414.75  82.454714  82.485039  0.698278  3.641600
63219569  R510  00-00-01  10180 2020-01-09 03:00:00  4514245   4545619        5.0        18.0       1.25        4.50   0.014691   0.012557  0.001828  0.001962
63219570  R510  00-00-01  10181 2020-01-09 07:00:00  4514247   4545656        2.0        37.0       0.50        9.25   0.014782   0.012421  0.001828  0.001956
63219571  R510  00-00-01  10182 2020-01-09 11:00:00  4514276   4545791       29.0       135.0       7.25       33.75   0.013969   0.011716  0.001821  0.001925
63219572  R510  00-00-01  10183 2020-01-09 15:00:00  4514316   4545889       40.0        98.0      10.00       24.50   0.013638   0.011982  0.001819  0.001936



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
23376100  N128  00-00-03  13042 2020-09-08 13:00:00  3302619  3993555  2783166.0  3778706.0  2.783166e+06  3.778706e+06  54.526229  57.571190  2.844132  4.797886
23376101  N128  00-00-03  13043 2020-09-08 16:00:00   519559   214897 -2783060.0 -3778658.0 -9.276867e+05 -1.259553e+06  18.159365  19.175603  0.946789  1.597963
23376102  N128  00-00-03  13044 2020-09-08 17:00:00  3302779  3993684  2783220.0  3778787.0  2.783220e+06  3.778787e+06  54.527288  57.572424  2.844187  4.797989
23376103  N128  00-00-03  13045 2020-09-08 20:00:00   519652   215003 -2783127.0 -3778681.0 -9.277090e+05 -1.259560e+06  18.159802  19.175720  0.946811  1.597973
23376104  N128  00-00-03  13046 2020-09-08 21:00:00  3302818  3993724  2783166.0  3778721.0  2.783166e+06  3.778721e+06  54.526229  57.571418  2.844132  4.797905
23376105  N128  00-00-03  13047 2020-09-09 01:00:00   519682   215048 -2783136.0 -3778676.0 -6.957840e+05 -9.446690e+05  13.614139  14.376315  0.709654  1.197986
23376106  N128  00-00-03  13048 2020-09-09 08:00:00   519849   215080      167.0       32.0  2.385714e+01  4.571429e+00   0.022561   0.021755  0.001804  0.001962
23376107  N128  00-00-03  13049 2020-09-09 12:00:00   520009   215135      160.0       55.0  4.000000e+01  1.375000e+01   0.022245   0.021615  0.001788  0.001950
23376108  N128  00-00-03  13050 2020-09-09 16:00:00   520118   215207      109.0       72.0  2.725000e+01  1.800000e+01   0.022495   0.021550  0.001801  0.001945



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
23376096  N128  00-00-03  13038 2020-09-08 04:00:00   519147   214753        1.0       11.0  2.500000e-01  2.750000e+00   0.023024   0.021783  0.001829  0.001964
23376097  N128  00-00-03  13039 2020-09-08 08:00:00   519300   214784      153.0       31.0  3.825000e+01  7.750000e+00   0.022279   0.021706  0.001790  0.001958
23376098  N128  00-00-03  13040 2020-09-08 09:00:00  3302614  3993499  2783314.0  3778715.0  2.783314e+06  3.778715e+06  54.529130  57.571327  2.844283  4.797898
23376099  N128  00-00-03  13041 2020-09-08 12:00:00   519453   214849 -2783161.0 -3778650.0 -9.277203e+05 -1.259550e+06  18.160024  19.175562  0.946823  1.597960
23376100  N128  00-00-03  13042 2020-09-08 13:00:00  3302619  3993555  2783166.0  3778706.0  2.783166e+06  3.778706e+06  54.526229  57.571190  2.844132  4.797886
23376101  N128  00-00-03  13043 2020-09-08 16:00:00   519559   214897 -2783060.0 -3778658.0 -9.276867e+05 -1.259553e+06  18.159365  19.175603  0.946789  1.597963
23376102  N128  00-00-03  13044 2020-09-08 17:00:00  3302779  3993684  2783220.0  3778787.0  2.783220e+06  3.778787e+06  54.527288  57.572424  2.844187  4.797989
23376103  N128  00-00-03  13045 2020-09-08 20:00:00   519652   215003 -2783127.0 -3778681.0 -9.277090e+05 -1.259560e+06  18.159802  19.175720  0.946811  1.597973
23376104  N128  00-00-03  13046 2020-09-08 21:00:00  3302818  3993724  2783166.0  3778721.0  2.783166e+06  3.778721e+06  54.526229  57.571418  2.844132  4.797905



          area       scp  index                  dt        i        o      idiff      odiff      idiff_ph      odiff_ph         iz         oz     cumiz     cumoz
23376098  N128  00-00-03  13040 2020-09-08 09:00:00  3302614  3993499  2783314.0  3778715.0  2.783314e+06  3.778715e+06  54.529130  57.571327  2.844283  4.797898
23376099  N128  00-00-03  13041 2020-09-08 12:00:00   519453   214849 -2783161.0 -3778650.0 -9.277203e+05 -1.259550e+06  18.160024  19.175562  0.946823  1.597960
23376100  N128  00-00-03  13042 2020-09-08 13:00:00  3302619  3993555  2783166.0  3778706.0  2.783166e+06  3.778706e+06  54.526229  57.571190  2.844132  4.797886
23376101  N128  00-00-03  13043 2020-09-08 16:00:00   519559   214897 -2783060.0 -3778658.0 -9.276867e+05 -1.259553e+06  18.159365  19.175603  0.946789  1.597963
23376102  N128  00-00-03  13044 2020-09-08 17:00:00  3302779  3993684  2783220.0  3778787.0  2.783220e+06  3.778787e+06  54.527288  57.572424  2.844187  4.797989
23376103  N128  00-00-03  13045 2020-09-08 20:00:00   519652   215003 -2783127.0 -3778681.0 -9.277090e+05 -1.259560e+06  18.159802  19.175720  0.946811  1.597973
